f, module, argument
3.232283978181380917e+02,1.000000000000000000e+00,-2.466498157246820533e+00
3.262222009711670125e+02,9.999999999999998890e-01,-2.489336180597659709e+00
3.292437333007769098e+02,9.999999999999998890e-01,-2.512385533537107918e+00
3.322932516398971643e+02,1.000000000000000000e+00,-2.535648167819554821e+00
3.353710152002929021e+02,1.000000000000000000e+00,-2.559126053119453292e+00
3.384772855945982997e+02,1.000000000000000000e+00,-2.582821177192894613e+00
3.416123268585528194e+02,9.999999999999998890e-01,-2.606735546040539031e+00
3.447764054734464025e+02,1.000000000000000000e+00,-2.630871184071965185e+00
3.479697903887691268e+02,1.000000000000000000e+00,-2.655230134271371334e+00
3.511927530450727772e+02,9.999999999999998890e-01,-2.679814458364703000e+00
3.544455673970435328e+02,1.000000000000000000e+00,-2.704626236988182608e+00
3.577285099367873613e+02,9.999999999999997780e-01,-2.729667569858252651e+00
3.610418597173337503e+02,9.999999999999998890e-01,-2.754940575942963044e+00
3.643858983763544188e+02,9.999999999999998890e-01,-2.780447393634784881e+00
3.677609101601030943e+02,9.999999999999998890e-01,-2.806190180924875488e+00
3.711671819475766938e+02,1.000000000000000000e+00,-2.832171115578792531e+00
3.746050032748992749e+02,9.999999999999998890e-01,-2.858392395313680723e+00
3.780746663599348949e+02,1.000000000000000000e+00,-2.884856237976937354e+00
3.815764661271248315e+02,1.000000000000000000e+00,-2.911564881726350862e+00
3.851107002325568942e+02,9.999999999999998890e-01,-2.938520585211734204e+00
3.886776690892667716e+02,9.999999999999998890e-01,-2.965725627758066807e+00
3.922776758927719243e+02,9.999999999999997780e-01,-2.993182309550127318e+00
3.959110266468458690e+02,9.999999999999997780e-01,-3.020892951818681116e+00
3.995780301895269417e+02,9.999999999999998890e-01,-3.048859897028153298e+00
4.032789982193705214e+02,1.000000000000000000e+00,-3.077085509065867086e+00
4.070142453219438607e+02,1.000000000000000000e+00,-3.105572173432823657e+00
4.107840889965646625e+02,1.000000000000000000e+00,-3.134322297436007432e+00
4.145888496832911301e+02,1.000000000000000000e+00,-3.163338310382303842e+00
4.184288507901584353e+02,1.000000000000000000e+00,-3.192622663773943437e+00
4.223044187206672291e+02,1.000000000000000000e+00,-3.222177831505531831e+00
4.262158829015324955e+02,9.999999999999998890e-01,-3.252006310062707684e+00
4.301635758106795038e+02,9.999999999999997780e-01,-3.282110618722316353e+00
4.341478330055092556e+02,1.000000000000000222e+00,-3.312493299754266651e+00
4.381689931514194427e+02,1.000000000000000222e+00,-3.343156918624956564e+00
4.422273980505897271e+02,9.999999999999998890e-01,-3.374104064202307018e+00
4.463233926710397554e+02,9.999999999999998890e-01,-3.405337348962470756e+00
4.504573251759458685e+02,1.000000000000000000e+00,-3.436859409198107063e+00
4.546295469532399238e+02,1.000000000000000222e+00,-3.468672905228357806e+00
4.588404126454761354e+02,1.000000000000000000e+00,-3.500780521610439955e+00
4.630902801799737176e+02,1.000000000000000000e+00,-3.533184967352883454e+00
4.673795107992463613e+02,1.000000000000000000e+00,-3.565888976130483723e+00
4.717084690917017156e+02,9.999999999999998890e-01,-3.598895306500834668e+00
4.760775230226367967e+02,1.000000000000000000e+00,-3.632206742122630949e+00
4.804870439655134078e+02,9.999999999999998890e-01,-3.665826091975587175e+00
4.849374067335232894e+02,9.999999999999998890e-01,-3.699756190582055293e+00
4.894289896114531757e+02,9.999999999999997780e-01,-3.733999898230378811e+00
4.939621743878320785e+02,1.000000000000000000e+00,-3.768560101199867507e+00
4.985373463873893911e+02,1.000000000000000000e+00,-3.803439711987555594e+00
5.031548945038056786e+02,1.000000000000000000e+00,-3.838641669536621226e+00
5.078152112327670693e+02,1.000000000000000000e+00,-3.874168939466522854e+00
5.125186927053332511e+02,1.000000000000000000e+00,-3.910024514304901722e+00
5.172657387216019060e+02,1.000000000000000000e+00,-3.946211413721123940e+00
5.220567527846975509e+02,1.000000000000000000e+00,-3.982732684761639330e+00
5.268921421350677292e+02,1.000000000000000000e+00,-4.019591402087020704e+00
5.317723177850966749e+02,1.000000000000000222e+00,-4.056790668210731532e+00
5.366976945540476436e+02,1.000000000000000000e+00,-4.094333613739696176e+00
5.416686911033151546e+02,1.000000000000000000e+00,-4.132223397616513694e+00
5.466857299720180663e+02,1.000000000000000000e+00,-4.170463207363513725e+00
5.517492376129129070e+02,1.000000000000000000e+00,-4.209056259328506577e+00
5.568596444286408769e+02,1.000000000000000222e+00,-4.248005798932259047e+00
5.620173848083187522e+02,1.000000000000000000e+00,-4.287315100917822974e+00
5.672228971644543662e+02,9.999999999999997780e-01,-4.326987469601474956e+00
5.724766239702178154e+02,9.999999999999998890e-01,-4.367026239125523901e+00
5.777790117970506572e+02,9.999999999999998890e-01,-4.407434773712826548e+00
5.831305113526218520e+02,1.000000000000000000e+00,-4.448216467923030493e+00
5.885315775191450030e+02,1.000000000000000000e+00,-4.489374746910649527e+00
5.939826693920356320e+02,9.999999999999998890e-01,-4.530913066684780333e+00
5.994842503189408944e+02,1.000000000000000222e+00,-4.572834914370671910e+00
6.050367879391224051e+02,1.000000000000000000e+00,-4.615143808472995879e+00
6.106407542232036576e+02,1.000000000000000000e+00,-4.657843299140831839e+00
6.162966255132942024e+02,1.000000000000000000e+00,-4.700936968434497487e+00
6.220048825634711420e+02,1.000000000000000000e+00,-4.744428430593983670e+00
6.277660105806500042e+02,1.000000000000000000e+00,-4.788321332309246614e+00
6.335804992658254378e+02,9.999999999999998890e-01,-4.832619352992160167e+00
6.394488428556936697e+02,1.000000000000000000e+00,-4.877326205050193764e+00
6.453715401646701366e+02,9.999999999999998890e-01,-4.922445634161889849e+00
6.513490946272802375e+02,1.000000000000000222e+00,-4.967981419553917810e+00
6.573820143409585626e+02,1.000000000000000000e+00,-5.013937374279977099e+00
6.634708121092351121e+02,1.000000000000000000e+00,-5.060317345501304409e+00
6.696160054853215797e+02,1.000000000000000000e+00,-5.107125214768883481e+00
6.758181168161110008e+02,9.999999999999998890e-01,-5.154364898307416176e+00
6.820776732865684835e+02,1.000000000000000222e+00,-5.202040347300816769e+00
6.883952069645496294e+02,1.000000000000000000e+00,-5.250155548179520792e+00
6.947712548460240214e+02,9.999999999999998890e-01,-5.298714522909333979e+00
7.012063589007176461e+02,9.999999999999998890e-01,-5.347721329281948321e+00
7.077010661181889191e+02,1.000000000000000000e+00,-5.397180061207134116e+00
7.142559285543126180e+02,1.000000000000000000e+00,-5.447094849006430373e+00
7.208715033782135606e+02,9.999999999999997780e-01,-5.497469859708529860e+00
7.275483529196233121e+02,1.000000000000000000e+00,-5.548309297346197155e+00
7.342870447166758368e+02,9.999999999999998890e-01,-5.599617403254715242e+00
7.410881515641569877e+02,1.000000000000000000e+00,-5.651398456371977908e+00
7.479522515621821412e+02,9.999999999999998890e-01,-5.703656773539951708e+00
7.548799281653431308e+02,9.999999999999998890e-01,-5.756396709807780177e+00
7.618717702322999230e+02,1.000000000000000000e+00,-5.809622658736299350e+00
7.689283720758305662e+02,1.000000000000000000e+00,-5.863339052703988585e+00
7.760503335133571454e+02,9.999999999999997780e-01,-5.917550363214460596e+00
7.832382599179196632e+02,1.000000000000000000e+00,-5.972261101205202927e+00
7.904927622696420713e+02,9.999999999999998890e-01,-6.027475817357862198e+00
7.978144572076629402e+02,9.999999999999998890e-01,-6.083199102409777126e+00
8.052039670825470239e+02,1.000000000000000222e+00,-6.139435587466861577e+00
8.126619200091945459e+02,1.000000000000000000e+00,-6.196189944317853637e+00
8.201889499202203524e+02,1.000000000000000222e+00,-6.253466885749690007e+00
8.277856966198472719e+02,1.000000000000000000e+00,-6.311271165864257959e+00
8.354528058382871905e+02,1.000000000000000000e+00,-6.369607580396266400e+00
8.431909292866250780e+02,1.000000000000000222e+00,-6.428480967032259130e+00
8.510007247122246099e+02,1.000000000000000000e+00,-6.487896205730863564e+00
8.588828559546249153e+02,1.000000000000000000e+00,-6.547858219043955152e+00
8.668379930019773383e+02,1.000000000000000000e+00,-6.608371972439025299e+00
8.748668120479914023e+02,1.000000000000000000e+00,-6.669442474622464978e+00
8.829699955494082815e+02,9.999999999999998890e-01,-6.731074777863788050e+00
8.911482322840201959e+02,1.000000000000000000e+00,-6.793273978320874207e+00
8.994022174092044679e+02,1.000000000000000000e+00,-6.856045216365916239e+00
9.077326525210223735e+02,1.000000000000000000e+00,-6.919393676912320323e+00
9.161402457138520958e+02,9.999999999999998890e-01,-6.983324589742291089e+00
9.246257116405733996e+02,9.999999999999997780e-01,-7.047843229835113910e+00
9.331897715733239238e+02,9.999999999999998890e-01,-7.112954917696176160e+00
9.418331534647951457e+02,1.000000000000000222e+00,-7.178665019686434334e+00
9.505565920101191750e+02,9.999999999999998890e-01,-7.244978948352563286e+00
9.593608287093146600e+02,1.000000000000000000e+00,-7.311902162757458967e+00
9.682466119303123833e+02,1.000000000000000000e+00,-7.379440168811202128e+00
9.772146969725724830e+02,1.000000000000000000e+00,-7.447598519602337319e+00
9.862658461312820464e+02,1.000000000000000000e+00,-7.516382815729432565e+00
9.954008287621518321e+02,1.000000000000000000e+00,-7.585798705632796235e+00
1.004620421346813146e+03,9.999999999999998890e-01,-7.655851885926356459e+00
1.013925407558815323e+03,9.999999999999997780e-01,-7.726548101729513007e+00
1.023316578330244965e+03,1.000000000000000000e+00,-7.797893146999032687e+00
1.032794731918951356e+03,1.000000000000000000e+00,-7.869892864860744908e+00
1.042360673976401131e+03,1.000000000000000000e+00,-7.942553147941064928e+00
1.052015217616159134e+03,1.000000000000000000e+00,-8.015879938698192930e+00
1.061759183483000015e+03,1.000000000000000000e+00,-8.089879229752899192e+00
1.071593399822671245e+03,1.000000000000000000e+00,-8.164557064218909588e+00
1.081518702552288005e+03,9.999999999999998890e-01,-8.239919536032560998e+00
1.091535935331391101e+03,9.999999999999998890e-01,-8.315972790281898952e+00
1.101645949633656983e+03,9.999999999999998890e-01,-8.392723023534877314e+00
1.111849604819271008e+03,9.999999999999998890e-01,-8.470176484166678677e+00
1.122147768207980334e+03,9.999999999999998890e-01,-8.548339472686066642e+00
1.132541315152811421e+03,1.000000000000000222e+00,-8.627218342060514189e+00
1.143031129114478745e+03,9.999999999999998890e-01,-8.706819498040157868e+00
1.153618101736478593e+03,1.000000000000000000e+00,-8.787149399480275846e+00
1.164303132920876806e+03,1.000000000000000000e+00,-8.868214558662325331e+00
1.175087130904807509e+03,9.999999999999998890e-01,-8.950021541613354614e+00
1.185971012337669436e+03,1.000000000000000222e+00,-9.032576968423546404e+00
1.196955702359042789e+03,1.000000000000000000e+00,-9.115887513561922617e+00
1.208042134677328932e+03,9.999999999999998890e-01,-9.199959906189954850e+00
1.219231251649110618e+03,9.999999999999997780e-01,-9.284800930472911773e+00
1.230524004359261653e+03,1.000000000000000000e+00,-9.370417425888948770e+00
1.241921352701783462e+03,9.999999999999998890e-01,-9.456816287535552590e+00
1.253424265461399500e+03,1.000000000000000000e+00,-9.544004466433358758e+00
1.265033720395903856e+03,1.000000000000000000e+00,-9.631988969827087743e+00
1.276750704319265651e+03,1.000000000000000000e+00,-9.720776861483415132e+00
1.288576213185518100e+03,9.999999999999998890e-01,-9.810375261985702977e+00
1.300511252173408593e+03,9.999999999999998890e-01,-9.900791349025240606e+00
1.312556835771842771e+03,1.000000000000000222e+00,-9.992032357688955813e+00
1.324713987866117577e+03,1.000000000000000000e+00,-1.008410558074332997e+01
1.336983741824946492e+03,9.999999999999998890e-01,-1.017701836891424350e+01
1.349367140588306484e+03,9.999999999999998890e-01,-1.027077813116280147e+01
1.361865236756081458e+03,9.999999999999998890e-01,-1.036539233495656021e+01
1.374479092677536755e+03,1.000000000000000000e+00,-1.046086850653624012e+01
1.387209780541621058e+03,1.000000000000000222e+00,-1.055721423117755187e+01
1.400058382468097534e+03,1.000000000000000000e+00,-1.065443715344790832e+01
1.413025990599533770e+03,1.000000000000000000e+00,-1.075254497745786786e+01
1.426113707194128438e+03,1.000000000000000000e+00,-1.085154546710696799e+01
1.439322644719406526e+03,1.000000000000000000e+00,-1.095144644632372355e+01
1.452653925946781328e+03,9.999999999999998890e-01,-1.105225579929958712e+01
1.466108684046984536e+03,9.999999999999998890e-01,-1.115398147071647017e+01
1.479688062686396279e+03,1.000000000000000000e+00,-1.125663146596776798e+01
1.493393216124251921e+03,1.000000000000000000e+00,-1.136021385137238227e+01
1.507225309310755620e+03,9.999999999999997780e-01,-1.146473675438155482e+01
1.521185517986104742e+03,9.999999999999997780e-01,-1.157020836377825290e+01
1.535275028780422645e+03,1.000000000000000000e+00,-1.167663692986869606e+01
1.549495039314631640e+03,9.999999999999998890e-01,-1.178403076466584842e+01
1.563846758302246144e+03,9.999999999999998890e-01,-1.189239824206440055e+01
1.578331405652118065e+03,9.999999999999998890e-01,-1.200174779800705238e+01
1.592950212572123064e+03,9.999999999999998890e-01,-1.211208793064160005e+01
1.607704421673823617e+03,9.999999999999997780e-01,-1.222342720046871278e+01
1.622595287078087040e+03,1.000000000000000000e+00,-1.233577423047976396e+01
1.637624074521687362e+03,1.000000000000000222e+00,-1.244913770628458671e+01
1.652792061464895596e+03,1.000000000000000000e+00,-1.256352637622862467e+01
1.668100537200059080e+03,9.999999999999998890e-01,-1.267894905149913320e+01
1.683550802961202407e+03,1.000000000000000000e+00,-1.279541460622014526e+01
1.699144172034626081e+03,1.000000000000000000e+00,-1.291293197753562083e+01
1.714881969870539251e+03,1.000000000000000000e+00,-1.303151016568044085e+01
1.730765534195725877e+03,9.999999999999997780e-01,-1.315115823403890261e+01
1.746796215127245659e+03,1.000000000000000000e+00,-1.327188530919009857e+01
1.762975375287205679e+03,1.000000000000000000e+00,-1.339370058093995652e+01
1.779304389918577272e+03,9.999999999999998890e-01,-1.351661330233929270e+01
1.795784647002094971e+03,1.000000000000000222e+00,-1.364063278968747817e+01
1.812417547374237756e+03,1.000000000000000222e+00,-1.376576842252130461e+01
1.829204504846293730e+03,1.000000000000000000e+00,-1.389202964358837455e+01
1.846146946324547571e+03,9.999999999999998890e-01,-1.401942595880483644e+01
1.863246311931559831e+03,1.000000000000000000e+00,-1.414796693719653220e+01
1.880504055128581513e+03,9.999999999999997780e-01,-1.427766221082341858e+01
1.897921642839101423e+03,9.999999999999998890e-01,-1.440852147468642919e+01
1.915500555573527890e+03,9.999999999999997780e-01,-1.454055448661641492e+01
1.933242287555045323e+03,9.999999999999998890e-01,-1.467377106714454804e+01
1.951148346846616278e+03,1.000000000000000000e+00,-1.480818109935355764e+01
1.969220255479171556e+03,1.000000000000000000e+00,-1.494379452870925817e+01
1.987459549580983776e+03,9.999999999999998890e-01,-1.508062136287179023e+01
2.005867779508233980e+03,1.000000000000000000e+00,-1.521867167148583633e+01
2.024446509976803782e+03,9.999999999999998890e-01,-1.535795558594944588e+01
2.043197320195270549e+03,1.000000000000000222e+00,-1.549848329916047440e+01
2.062121803999142230e+03,1.000000000000000000e+00,-1.564026506524024285e+01
2.081221569986339091e+03,9.999999999999997780e-01,-1.578331119923370629e+01
2.100498241653915102e+03,9.999999999999998890e-01,-1.592763207678525816e+01
2.119953457536071255e+03,1.000000000000000222e+00,-1.607323813378983601e+01
2.139588871343421488e+03,9.999999999999998890e-01,-1.622013986601820079e+01
2.159406152103565546e+03,9.999999999999998890e-01,-1.636834782871597938e+01
2.179406984302956062e+03,9.999999999999998890e-01,-1.651787263617557144e+01
2.199593068030074846e+03,1.000000000000000000e+00,-1.666872496128013026e+01
2.219966119119954783e+03,9.999999999999997780e-01,-1.682091553501914305e+01
2.240527869300018210e+03,9.999999999999997780e-01,-1.697445514597430716e+01
2.261280066337277276e+03,9.999999999999998890e-01,-1.712935463977543193e+01
2.282224474186898533e+03,9.999999999999998890e-01,-1.728562491852516914e+01
2.303362873142131320e+03,1.000000000000000000e+00,-1.744327694019192165e+01
2.324697059985647684e+03,1.000000000000000000e+00,-1.760232171797013478e+01
2.346228848142262450e+03,9.999999999999998890e-01,-1.776277031960688646e+01
2.367960067833076209e+03,1.000000000000000222e+00,-1.792463386669409076e+01
2.389892566231050296e+03,1.000000000000000000e+00,-1.808792353392542296e+01
2.412028207618006945e+03,1.000000000000000000e+00,-1.825265054831685063e+01
2.434368873543110567e+03,9.999999999999998890e-01,-1.841882618839022356e+01
2.456916462982790108e+03,9.999999999999998890e-01,-1.858646178331852994e+01
2.479672892502157538e+03,1.000000000000000000e+00,-1.875556871203225384e+01
2.502640096417919267e+03,9.999999999999997780e-01,-1.892615840228567237e+01
2.525820026962784596e+03,1.000000000000000000e+00,-1.909824232968204782e+01
2.549214654451423030e+03,9.999999999999998890e-01,-1.927183201665702583e+01
2.572825967447932271e+03,9.999999999999997780e-01,-1.944693903141880043e+01
2.596655972934869624e+03,1.000000000000000000e+00,-1.962357498684437118e+01
2.620706696483852284e+03,9.999999999999998890e-01,-1.980175153933070575e+01
2.644980182427719683e+03,9.999999999999998890e-01,-1.998148038759962475e+01
2.669478494034320647e+03,9.999999999999998890e-01,-2.016277327145575171e+01
2.694203713681882164e+03,1.000000000000000000e+00,-2.034564197049591883e+01
2.719157943036018878e+03,1.000000000000000222e+00,-2.053009830276931069e+01
2.744343303228365585e+03,1.000000000000000000e+00,-2.071615412338702811e+01
2.769761935036890918e+03,9.999999999999998890e-01,-2.090382132308022634e+01
2.795415999067856319e+03,9.999999999999998890e-01,-2.109311182670525753e+01
2.821307675939470755e+03,1.000000000000000000e+00,-2.128403759169509613e+01
2.847439166467247560e+03,9.999999999999998890e-01,-2.147661060645566522e+01
2.873812691851066575e+03,1.000000000000000000e+00,-2.167084288870582753e+01
2.900430493863991614e+03,1.000000000000000000e+00,-2.186674648376023100e+01
2.927294835042815976e+03,9.999999999999997780e-01,-2.206433346275338181e+01
2.954407998880380092e+03,9.999999999999998890e-01,-2.226361592080389684e+01
2.981772290019673619e+03,9.999999999999998890e-01,-2.246460597511800827e+01
3.009390034449721043e+03,9.999999999999997780e-01,-2.266731576303053686e+01
3.037263579703311734e+03,9.999999999999997780e-01,-2.287175743998282940e+01
3.065395295056526720e+03,9.999999999999998890e-01,-2.307794317743571000e+01
3.093787571730136733e+03,1.000000000000000000e+00,-2.328588516071680203e+01
3.122442823092857907e+03,1.000000000000000000e+00,-2.349559558680059723e+01
3.151363484866479212e+03,1.000000000000000000e+00,-2.370708666202021675e+01
3.180552015332919837e+03,9.999999999999997780e-01,-2.392037059970970603e+01
3.210010895543171500e+03,1.000000000000000000e+00,-2.413545961777529669e+01
3.239742629528195266e+03,9.999999999999997780e-01,-2.435236593619481127e+01
3.269749744511767858e+03,1.000000000000000000e+00,-2.457110177444358712e+01
3.300034791125285210e+03,1.000000000000000000e+00,-2.479167934884594615e+01
3.330600343624588731e+03,9.999999999999998890e-01,-2.501411086985095267e+01
3.361449000108765176e+03,9.999999999999998890e-01,-2.523840853923102401e+01
3.392583382740991965e+03,1.000000000000000000e+00,-2.546458454720242770e+01
3.424006137971425687e+03,9.999999999999997780e-01,-2.569265106946636834e+01
3.455719936762139241e+03,1.000000000000000000e+00,-2.592262026416920051e+01
3.487727474814177640e+03,1.000000000000000000e+00,-2.615450426878122059e+01
3.520031472796678827e+03,1.000000000000000222e+00,-2.638831519689211191e+01
3.552634676578139533e+03,1.000000000000000000e+00,-2.662406513492238602e+01
3.585539857459817085e+03,9.999999999999998890e-01,-2.686176613874946284e+01
3.618749812411280345e+03,1.000000000000000222e+00,-2.710143023024731690e+01
3.652267364308175274e+03,1.000000000000000000e+00,-2.734306939373870193e+01
3.686095362172157820e+03,9.999999999999998890e-01,-2.758669557235862868e+01
3.720236681413065980e+03,1.000000000000000000e+00,-2.783232066432820773e+01
3.754694224073336954e+03,1.000000000000000000e+00,-2.807995651913793722e+01
3.789470919074667563e+03,1.000000000000000000e+00,-2.832961493363901440e+01
3.824569722466999337e+03,1.000000000000000000e+00,-2.858130764804245416e+01
3.859993617679767340e+03,1.000000000000000000e+00,-2.883504634182425264e+01
3.895745615775500937e+03,1.000000000000000000e+00,-2.909084262953628297e+01
3.931828755705770163e+03,1.000000000000000000e+00,-2.934870805652196779e+01
3.968246104569481759e+03,1.000000000000000000e+00,-2.960865409453560204e+01
4.005000757873611292e+03,9.999999999999998890e-01,-2.987069213726532269e+01
4.042095839796305881e+03,1.000000000000000000e+00,-3.013483349575801995e+01
4.079534503452448917e+03,9.999999999999998890e-01,-3.040108939374650632e+01
4.117319931161679051e+03,1.000000000000000000e+00,-3.066947096287762875e+01
4.155455334718874838e+03,1.000000000000000000e+00,-3.093998923784123534e+01
4.193943955667185946e+03,1.000000000000000000e+00,-3.121265515139951319e+01
4.232789065573549124e+03,1.000000000000000222e+00,-3.148747952931591954e+01
4.271993966306776201e+03,1.000000000000000000e+00,-3.176447308518388724e+01
4.311561990318228709e+03,1.000000000000000000e+00,-3.204364641515472556e+01
4.351496500925049986e+03,1.000000000000000000e+00,-3.232500999256455287e+01
4.391800892596085760e+03,1.000000000000000000e+00,-3.260857416246058449e+01
4.432478591240395872e+03,9.999999999999998890e-01,-3.289434913602614330e+01
4.473533054498463571e+03,1.000000000000000000e+00,-3.318234498490488704e+01
4.514967772036101451e+03,1.000000000000000000e+00,-3.347257163542455061e+01
4.556786265841064051e+03,1.000000000000000000e+00,-3.376503886272000443e+01
4.598992090522438048e+03,1.000000000000000000e+00,-3.405975628475659533e+01
4.641588833612777307e+03,1.000000000000000000e+00,-3.435673335625388347e+01
4.684580115873045543e+03,1.000000000000000000e+00,-3.465597936251041489e+01
4.727969591600390231e+03,1.000000000000000000e+00,-3.495750341313053156e+01
4.771760948938745969e+03,9.999999999999998890e-01,-3.526131443565365231e+01
4.815957910192350937e+03,1.000000000000000000e+00,-3.556742116908750262e+01
4.860564232142133733e+03,1.000000000000000000e+00,-3.587583215734590425e+01
4.905583706365045146e+03,1.000000000000000000e+00,-3.618655574259271646e+01
4.951020159556351246e+03,1.000000000000000000e+00,-3.649960005849313660e+01
4.996877453854884152e+03,1.000000000000000000e+00,-3.681497302337380262e+01
5.043159487171358705e+03,1.000000000000000000e+00,-3.713268233329390711e+01
5.089870193519679560e+03,1.000000000000000000e+00,-3.745273545502828938e+01
5.137013543351344197e+03,1.000000000000000000e+00,-3.777513961896520556e+01
5.184593543892912749e+03,1.000000000000000000e+00,-3.809990181192048908e+01
5.232614239486661972e+03,9.999999999999997780e-01,-3.842702876987090832e+01
5.281079711934330589e+03,9.999999999999998890e-01,-3.875652697060851892e+01
5.329994080844087875e+03,9.999999999999998890e-01,-3.908840262631932916e+01
5.379361503980702764e+03,1.000000000000000000e+00,-3.942266167608863014e+01
5.429186177618942565e+03,9.999999999999997780e-01,-3.975930977833628788e+01
5.479472336900286791e+03,1.000000000000000000e+00,-4.009835230318528687e+01
5.530224256192900611e+03,1.000000000000000000e+00,-4.043979432476658786e+01
5.581446249454960707e+03,1.000000000000000000e+00,-4.078364061346417202e+01
5.633142670601357167e+03,1.000000000000000000e+00,-4.112989562810402333e+01
5.685317913873753241e+03,1.000000000000000000e+00,-4.147856350809087900e+01
5.737976414214133911e+03,1.000000000000000000e+00,-4.182964806549738057e+01
5.791122647641758704e+03,1.000000000000000000e+00,-4.218315277710952671e+01
5.844761131633631521e+03,1.000000000000000000e+00,-4.253908077643327346e+01
5.898896425508499306e+03,1.000000000000000000e+00,-4.289743484566738374e+01
5.953533130814370452e+03,1.000000000000000000e+00,-4.325821740764690304e+01
6.008675891719686661e+03,1.000000000000000000e+00,-4.362143051776355662e+01
6.064329395408061828e+03,1.000000000000000222e+00,-4.398707585586748081e+01
6.120498372476696204e+03,1.000000000000000000e+00,-4.435515471815669031e+01
6.177187597338494925e+03,1.000000000000000000e+00,-4.472566800906018614e+01
6.234401888627863627e+03,9.999999999999997780e-01,-4.509861623312023227e+01
6.292146109610343956e+03,9.999999999999998890e-01,-4.547399948688138238e+01
6.350425168595961622e+03,1.000000000000000000e+00,-4.585181745079152904e+01
6.409244019356449826e+03,1.000000000000000000e+00,-4.623206938112275566e+01
6.468607661546327108e+03,1.000000000000000000e+00,-4.661475410191859226e+01
6.528521141127846931e+03,1.000000000000000000e+00,-4.699986999697494383e+01
6.588989550799949939e+03,1.000000000000000000e+00,-4.738741500186270628e+01
6.650018030431117950e+03,1.000000000000000000e+00,-4.777738659599891236e+01
6.711611767496279754e+03,1.000000000000000222e+00,-4.816978179477496980e+01
6.773775997517751421e+03,1.000000000000000000e+00,-4.856459714174992826e+01
6.836516004510238417e+03,1.000000000000000000e+00,-4.896182870091693218e+01
6.899837121430018669e+03,1.000000000000000000e+00,-4.936147204905176977e+01
6.963744730628221987e+03,1.000000000000000000e+00,-4.976352226815178881e+01
7.028244264308345919e+03,9.999999999999998890e-01,-5.016797393797435234e+01
7.093341204987997116e+03,1.000000000000000000e+00,-5.057482112868387958e+01
7.159041085964888225e+03,9.999999999999998890e-01,-5.098405739361648870e+01
7.225349491787213992e+03,9.999999999999998890e-01,-5.139567576217228151e+01
7.292272058728312913e+03,1.000000000000000000e+00,-5.180966873284404528e+01
7.359814475265763576e+03,9.999999999999998890e-01,-5.222602826639254658e+01
7.427982482564918428e+03,1.000000000000000000e+00,-5.264474577917845721e+01
7.496781874966876785e+03,9.999999999999998890e-01,-5.306581213666009234e+01
7.566218500481055344e+03,1.000000000000000000e+00,-5.348921764706833670e+01
7.636298261282241583e+03,1.000000000000000000e+00,-5.391495205526760515e+01
7.707027114212295601e+03,9.999999999999997780e-01,-5.434300453681402843e+01
7.778411071286490369e+03,1.000000000000000000e+00,-5.477336369222086176e+01
7.850456200204509514e+03,1.000000000000000222e+00,-5.520601754144152551e+01
7.923168624866253595e+03,1.000000000000000000e+00,-5.564095351858109240e+01
7.996554525892346646e+03,1.000000000000000000e+00,-5.607815846684619032e+01
8.070620141149499432e+03,9.999999999999998890e-01,-5.651761863374412798e+01
8.145371766280744851e+03,9.999999999999998890e-01,-5.695931966654187306e+01
8.220815755240540966e+03,9.999999999999998890e-01,-5.740324660799482359e+01
8.296958520834907176e+03,1.000000000000000000e+00,-5.784938389235680489e+01
8.373806535266488936e+03,1.000000000000000000e+00,-5.829771534168035174e+01
8.451366330684713830e+03,1.000000000000000000e+00,-5.874822416241887879e+01
8.529644499741025356e+03,1.000000000000000000e+00,-5.920089294233993371e+01
8.608647696149244439e+03,1.000000000000000000e+00,-5.965570364776013434e+01
8.688382635251184183e+03,1.000000000000000000e+00,-6.011263762111193643e+01
8.768856094587426924e+03,1.000000000000000000e+00,-6.057167557885116338e+01
8.850074914473438184e+03,1.000000000000000000e+00,-6.103279760971597057e+01
8.932045998580968444e+03,1.000000000000000000e+00,-6.149598317334554309e+01
9.014776314524917325e+03,1.000000000000000000e+00,-6.196121109926890114e+01
9.098272894455558344e+03,1.000000000000000000e+00,-6.242845958627150083e+01
9.182542835656282477e+03,1.000000000000000000e+00,-6.289770620214915908e+01
9.267593301146882368e+03,1.000000000000000000e+00,-6.336892788385719655e+01
9.353431520292386267e+03,1.000000000000000000e+00,-6.384210093806289166e+01
9.440064789417603606e+03,1.000000000000000000e+00,-6.431720104210916134e+01
9.527500472427289424e+03,1.000000000000000000e+00,-6.479420324539638898e+01
9.615746001432094999e+03,9.999999999999998890e-01,-6.527308197118961175e+01
9.704808877380306512e+03,9.999999999999998890e-01,-6.575381101885750468e+01
9.794696670695395369e+03,9.999999999999998890e-01,-6.623636356654887436e+01
9.885417021919573017e+03,1.000000000000000000e+00,-6.672071217431327739e+01
9.976977642363201085e+03,9.999999999999998890e-01,-6.720682878766957913e+01
1.006938631476027149e+04,1.000000000000000222e+00,-6.769468474162803773e+01
1.016265089392995105e+04,1.000000000000000000e+00,-6.818425076516975025e+01
1.025677930744420883e+04,9.999999999999997780e-01,-6.867549698618675791e+01
1.035177955630176257e+04,9.999999999999998890e-01,-6.916839293688674672e+01
1.044765971560805156e+04,1.000000000000000000e+00,-6.966290755966321058e+01
